MatchID,Date,Season,Venue,Team1,Team2,Winner,Margin,MarginType,PlayerOfMatch,RunsTeam1,RunsTeam2,WicketsTeam1,WicketsTeam2
MATCH1377,2013-01-21,2013,Chennai,Rajasthan Royals,Royal Challengers Bangalore,Mumbai Indians,47,wickets,Player_48,193,226,6,2
MATCH1378,2021-03-21,2021,Bangalore,Punjab Kings,Chennai Super Kings,Rajasthan Royals,33,runs,Player_65,208,189,3,2
MATCH1379,2020-02-09,2020,Delhi,Chennai Super Kings,Kolkata Knight Riders,Sunrisers Hyderabad,43,wickets,Player_16,217,231,0,8
MATCH1380,2022-06-18,2022,Chennai,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,16,runs,Player_12,209,207,1,8
MATCH1381,2011-08-11,2011,Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Punjab Kings,31,runs,Player_80,157,226,1,5
MATCH1382,2012-05-12,2012,Mumbai,Chennai Super Kings,Delhi Capitals,Mumbai Indians,13,runs,Player_100,203,135,8,1
MATCH1383,2017-04-23,2017,Mumbai,Rajasthan Royals,Sunrisers Hyderabad,Royal Challengers Bangalore,21,wickets,Player_71,133,140,3,6
MATCH1384,2020-12-21,2020,Bangalore,Mumbai Indians,Sunrisers Hyderabad,Rajasthan Royals,20,runs,Player_12,244,197,7,0
MATCH1385,2019-03-15,2019,Mumbai,Royal Challengers Bangalore,Punjab Kings,Kolkata Knight Riders,8,wickets,Player_40,222,82,3,1
MATCH1386,2015-01-13,2015,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,7,wickets,Player_59,149,123,3,1
MATCH1387,2011-08-20,2011,Chennai,Sunrisers Hyderabad,Kolkata Knight Riders,Chennai Super Kings,7,runs,Player_99,222,92,9,1
MATCH1388,2019-02-19,2019,Delhi,Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,40,wickets,Player_65,93,169,1,1
MATCH1389,2014-09-07,2014,Delhi,Sunrisers Hyderabad,Royal Challengers Bangalore,Punjab Kings,40,wickets,Player_26,136,236,7,6
MATCH1390,2018-03-30,2018,Pune,Delhi Capitals,Kolkata Knight Riders,Punjab Kings,7,wickets,Player_68,142,137,7,4
MATCH1391,2009-05-28,2009,Hyderabad,Mumbai Indians,Punjab Kings,Royal Challengers Bangalore,19,runs,Player_88,84,174,7,8
MATCH1392,2017-02-06,2017,Bangalore,Punjab Kings,Mumbai Indians,Sunrisers Hyderabad,6,runs,Player_23,233,88,9,2
MATCH1393,2022-01-08,2022,Chennai,Mumbai Indians,Punjab Kings,Rajasthan Royals,44,wickets,Player_80,137,176,0,10
MATCH1394,2019-01-14,2019,Chennai,Rajasthan Royals,Sunrisers Hyderabad,Mumbai Indians,34,runs,Player_34,103,185,9,0
MATCH1395,2009-10-28,2009,Mumbai,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,34,runs,Player_3,237,184,2,3
MATCH1396,2014-09-18,2014,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Delhi Capitals,18,runs,Player_16,93,201,4,0
MATCH1397,2020-04-08,2020,Pune,Sunrisers Hyderabad,Chennai Super Kings,Kolkata Knight Riders,28,runs,Player_71,237,177,1,2
MATCH1398,2010-03-15,2010,Delhi,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai Indians,50,runs,Player_27,101,244,6,9
MATCH1399,2016-12-30,2016,Delhi,Kolkata Knight Riders,Delhi Capitals,Punjab Kings,2,wickets,Player_90,139,169,5,2
MATCH1400,2010-05-08,2010,Jaipur,Mumbai Indians,Chennai Super Kings,Kolkata Knight Riders,17,wickets,Player_86,103,246,2,4
MATCH1401,2013-02-03,2013,Kolkata,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,37,wickets,Player_16,93,216,0,0
MATCH1402,2024-06-22,2024,Jaipur,Rajasthan Royals,Sunrisers Hyderabad,Chennai Super Kings,1,wickets,Player_56,119,234,10,6
MATCH1403,2022-02-06,2022,Mumbai,Punjab Kings,Delhi Capitals,Royal Challengers Bangalore,35,wickets,Player_77,203,197,4,1
MATCH1404,2024-01-22,2024,Jaipur,Punjab Kings,Punjab Kings,Delhi Capitals,11,wickets,Player_72,121,106,9,5
MATCH1405,2021-06-29,2021,Pune,Kolkata Knight Riders,Chennai Super Kings,Mumbai Indians,43,wickets,Player_38,244,135,3,4
MATCH1406,2022-11-26,2022,Pune,Mumbai Indians,Royal Challengers Bangalore,Punjab Kings,4,wickets,Player_17,172,209,9,3
MATCH1407,2010-04-21,2010,Delhi,Kolkata Knight Riders,Punjab Kings,Royal Challengers Bangalore,28,runs,Player_84,224,134,5,5
MATCH1408,2011-09-25,2011,Hyderabad,Kolkata Knight Riders,Royal Challengers Bangalore,Rajasthan Royals,23,wickets,Player_19,243,131,5,1
MATCH1409,2010-04-01,2010,Pune,Punjab Kings,Punjab Kings,Chennai Super Kings,47,wickets,Player_77,231,97,6,1
MATCH1410,2012-03-08,2012,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai Super Kings,31,runs,Player_96,235,94,10,2
MATCH1411,2008-04-13,2008,Pune,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,44,runs,Player_87,184,180,4,5
MATCH1412,2023-10-28,2023,Delhi,Rajasthan Royals,Sunrisers Hyderabad,Delhi Capitals,50,runs,Player_4,107,190,2,10
MATCH1413,2017-03-26,2017,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Kolkata Knight Riders,43,wickets,Player_54,247,153,1,7
MATCH1414,2024-12-15,2024,Kolkata,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,8,runs,Player_50,124,116,0,0
MATCH1415,2022-04-05,2022,Mumbai,Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings,13,runs,Player_32,223,178,10,7
MATCH1416,2021-09-24,2021,Jaipur,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajasthan Royals,31,wickets,Player_49,213,190,9,1
MATCH1417,2022-07-11,2022,Pune,Punjab Kings,Chennai Super Kings,Kolkata Knight Riders,19,wickets,Player_46,220,240,7,1
MATCH1418,2015-07-07,2015,Kolkata,Delhi Capitals,Chennai Super Kings,Delhi Capitals,35,wickets,Player_98,208,185,2,9
MATCH1419,2020-10-19,2020,Jaipur,Sunrisers Hyderabad,Mumbai Indians,Delhi Capitals,30,wickets,Player_1,111,245,6,6
MATCH1420,2019-03-20,2019,Jaipur,Chennai Super Kings,Sunrisers Hyderabad,Rajasthan Royals,25,runs,Player_15,95,220,3,4
MATCH1421,2024-03-07,2024,Kolkata,Royal Challengers Bangalore,Punjab Kings,Delhi Capitals,31,runs,Player_97,187,89,3,5
MATCH1422,2012-06-24,2012,Jaipur,Chennai Super Kings,Delhi Capitals,Rajasthan Royals,20,wickets,Player_28,241,208,10,5
MATCH1423,2022-05-13,2022,Hyderabad,Mumbai Indians,Rajasthan Royals,Kolkata Knight Riders,15,runs,Player_11,230,117,8,7
MATCH1424,2008-07-31,2008,Delhi,Mumbai Indians,Royal Challengers Bangalore,Kolkata Knight Riders,25,wickets,Player_100,240,226,10,8
MATCH1425,2020-07-08,2020,Kolkata,Sunrisers Hyderabad,Mumbai Indians,Rajasthan Royals,21,wickets,Player_34,115,130,2,0
MATCH1426,2024-09-17,2024,Bangalore,Mumbai Indians,Royal Challengers Bangalore,Sunrisers Hyderabad,14,runs,Player_47,106,99,2,8
MATCH1427,2010-05-27,2010,Kolkata,Rajasthan Royals,Punjab Kings,Chennai Super Kings,24,wickets,Player_19,153,169,9,8
MATCH1428,2022-06-18,2022,Pune,Kolkata Knight Riders,Chennai Super Kings,Mumbai Indians,40,runs,Player_68,147,245,1,4
MATCH1429,2009-11-22,2009,Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Royal Challengers Bangalore,42,wickets,Player_81,96,194,2,8
MATCH1430,2019-10-19,2019,Chennai,Sunrisers Hyderabad,Punjab Kings,Royal Challengers Bangalore,47,wickets,Player_1,250,81,8,0
MATCH1431,2019-12-05,2019,Kolkata,Punjab Kings,Punjab Kings,Mumbai Indians,33,wickets,Player_47,220,223,2,1
MATCH1432,2023-06-28,2023,Chennai,Rajasthan Royals,Royal Challengers Bangalore,Sunrisers Hyderabad,28,runs,Player_59,218,237,6,6
MATCH1433,2021-09-19,2021,Bangalore,Delhi Capitals,Rajasthan Royals,Sunrisers Hyderabad,43,runs,Player_74,141,239,3,0
MATCH1434,2010-07-26,2010,Hyderabad,Mumbai Indians,Punjab Kings,Chennai Super Kings,31,runs,Player_36,207,237,6,9
MATCH1435,2020-09-04,2020,Pune,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,19,wickets,Player_66,123,82,1,5
MATCH1436,2018-03-13,2018,Chennai,Royal Challengers Bangalore,Rajasthan Royals,Sunrisers Hyderabad,32,runs,Player_22,131,201,3,3
MATCH1437,2013-09-28,2013,Jaipur,Rajasthan Royals,Punjab Kings,Royal Challengers Bangalore,49,wickets,Player_36,246,105,5,5
MATCH1438,2010-04-05,2010,Pune,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,42,wickets,Player_78,119,130,7,5
MATCH1439,2015-02-22,2015,Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai Super Kings,38,runs,Player_69,86,180,5,7
MATCH1440,2017-05-24,2017,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Mumbai Indians,29,runs,Player_58,170,90,9,5
MATCH1441,2015-09-28,2015,Pune,Kolkata Knight Riders,Royal Challengers Bangalore,Sunrisers Hyderabad,37,wickets,Player_43,179,81,3,2
MATCH1442,2022-10-30,2022,Mumbai,Chennai Super Kings,Chennai Super Kings,Kolkata Knight Riders,20,runs,Player_63,98,202,7,2
MATCH1443,2021-03-26,2021,Pune,Delhi Capitals,Rajasthan Royals,Chennai Super Kings,23,wickets,Player_28,238,88,6,5
MATCH1444,2025-06-20,2025,Delhi,Punjab Kings,Chennai Super Kings,Kolkata Knight Riders,40,wickets,Player_64,89,217,9,3
MATCH1445,2018-02-24,2018,Delhi,Sunrisers Hyderabad,Punjab Kings,Rajasthan Royals,20,runs,Player_21,86,155,8,4
MATCH1446,2010-10-23,2010,Delhi,Royal Challengers Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,24,wickets,Player_45,146,152,1,9
MATCH1447,2019-09-25,2019,Hyderabad,Delhi Capitals,Punjab Kings,Punjab Kings,23,wickets,Player_39,223,156,5,8
MATCH1448,2014-01-09,2014,Chennai,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,19,wickets,Player_99,93,187,8,0
MATCH1449,2016-02-29,2016,Chennai,Delhi Capitals,Mumbai Indians,Sunrisers Hyderabad,16,runs,Player_93,187,193,9,10
MATCH1450,2013-12-06,2013,Jaipur,Chennai Super Kings,Delhi Capitals,Rajasthan Royals,43,runs,Player_29,140,126,9,8
MATCH1451,2025-05-29,2025,Chennai,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,11,wickets,Player_94,196,244,0,3
MATCH1452,2010-01-28,2010,Delhi,Kolkata Knight Riders,Sunrisers Hyderabad,Royal Challengers Bangalore,15,wickets,Player_87,242,183,0,0
MATCH1453,2017-08-02,2017,Kolkata,Rajasthan Royals,Kolkata Knight Riders,Chennai Super Kings,34,wickets,Player_46,219,115,1,2
MATCH1454,2018-05-28,2018,Jaipur,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,39,runs,Player_67,148,101,4,6
MATCH1455,2016-10-08,2016,Mumbai,Delhi Capitals,Kolkata Knight Riders,Punjab Kings,49,wickets,Player_51,178,213,2,0
MATCH1456,2016-06-05,2016,Pune,Royal Challengers Bangalore,Rajasthan Royals,Punjab Kings,28,runs,Player_18,138,234,5,5
MATCH1457,2018-06-25,2018,Chennai,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,45,wickets,Player_19,113,222,10,3
MATCH1458,2009-10-15,2009,Mumbai,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,23,wickets,Player_90,151,246,9,5
MATCH1459,2018-02-15,2018,Bangalore,Chennai Super Kings,Chennai Super Kings,Kolkata Knight Riders,16,wickets,Player_63,162,183,5,3
MATCH1460,2025-02-18,2025,Pune,Chennai Super Kings,Kolkata Knight Riders,Royal Challengers Bangalore,47,runs,Player_91,140,128,8,10
MATCH1461,2013-12-21,2013,Pune,Kolkata Knight Riders,Rajasthan Royals,Royal Challengers Bangalore,38,wickets,Player_4,106,175,5,1
MATCH1462,2014-06-27,2014,Mumbai,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,26,runs,Player_58,186,81,9,7
MATCH1463,2017-11-30,2017,Hyderabad,Royal Challengers Bangalore,Chennai Super Kings,Kolkata Knight Riders,50,wickets,Player_58,177,133,5,4
MATCH1464,2012-11-30,2012,Bangalore,Rajasthan Royals,Chennai Super Kings,Royal Challengers Bangalore,5,runs,Player_96,145,102,2,8
MATCH1465,2018-11-12,2018,Pune,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,3,wickets,Player_29,145,134,0,4
MATCH1466,2015-01-21,2015,Jaipur,Mumbai Indians,Chennai Super Kings,Royal Challengers Bangalore,35,runs,Player_77,112,189,4,10
MATCH1467,2010-06-10,2010,Pune,Royal Challengers Bangalore,Delhi Capitals,Rajasthan Royals,35,runs,Player_98,216,233,9,1
MATCH1468,2008-09-20,2008,Delhi,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,29,runs,Player_62,170,105,9,1
MATCH1469,2016-10-09,2016,Pune,Rajasthan Royals,Royal Challengers Bangalore,Mumbai Indians,33,runs,Player_95,192,170,9,7
MATCH1470,2008-09-23,2008,Chennai,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,31,runs,Player_3,131,110,6,1
MATCH1471,2014-09-10,2014,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Mumbai Indians,2,runs,Player_2,115,95,6,1
MATCH1472,2020-07-28,2020,Pune,Sunrisers Hyderabad,Rajasthan Royals,Punjab Kings,18,wickets,Player_98,236,127,3,2
MATCH1473,2011-04-15,2011,Delhi,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai Indians,21,wickets,Player_97,155,106,8,5
MATCH1474,2018-11-28,2018,Pune,Sunrisers Hyderabad,Delhi Capitals,Chennai Super Kings,10,runs,Player_16,103,193,4,10
MATCH1475,2016-04-02,2016,Bangalore,Mumbai Indians,Mumbai Indians,Mumbai Indians,42,wickets,Player_4,164,98,8,3
MATCH1476,2023-10-18,2023,Jaipur,Sunrisers Hyderabad,Rajasthan Royals,Punjab Kings,18,runs,Player_29,204,109,6,1
MATCH1477,2012-02-06,2012,Hyderabad,Mumbai Indians,Punjab Kings,Kolkata Knight Riders,16,runs,Player_16,205,96,1,8
MATCH1478,2023-08-02,2023,Jaipur,Punjab Kings,Royal Challengers Bangalore,Chennai Super Kings,20,wickets,Player_33,189,246,10,8
MATCH1479,2021-11-05,2021,Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Punjab Kings,17,wickets,Player_43,234,179,7,4
MATCH1480,2009-09-30,2009,Hyderabad,Royal Challengers Bangalore,Delhi Capitals,Kolkata Knight Riders,46,runs,Player_73,162,92,9,7
MATCH1481,2021-10-16,2021,Delhi,Sunrisers Hyderabad,Royal Challengers Bangalore,Delhi Capitals,8,wickets,Player_32,205,249,10,4
MATCH1482,2009-06-24,2009,Kolkata,Delhi Capitals,Sunrisers Hyderabad,Kolkata Knight Riders,50,runs,Player_38,220,86,9,9
MATCH1483,2018-10-17,2018,Delhi,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,21,wickets,Player_55,176,115,1,5
MATCH1484,2024-09-11,2024,Chennai,Rajasthan Royals,Delhi Capitals,Punjab Kings,33,runs,Player_27,106,131,5,9
MATCH1485,2021-02-26,2021,Pune,Kolkata Knight Riders,Chennai Super Kings,Mumbai Indians,39,wickets,Player_82,119,138,4,5
MATCH1486,2019-06-13,2019,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,9,wickets,Player_47,206,236,4,7
MATCH1487,2011-10-30,2011,Bangalore,Kolkata Knight Riders,Chennai Super Kings,Rajasthan Royals,46,wickets,Player_10,81,195,1,1
MATCH1488,2017-06-17,2017,Jaipur,Kolkata Knight Riders,Rajasthan Royals,Chennai Super Kings,10,runs,Player_43,194,90,0,2
MATCH1489,2022-09-08,2022,Chennai,Mumbai Indians,Sunrisers Hyderabad,Royal Challengers Bangalore,27,wickets,Player_56,231,247,1,6
MATCH1490,2010-04-12,2010,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Kolkata Knight Riders,28,runs,Player_32,161,118,2,5
MATCH1491,2010-03-07,2010,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Punjab Kings,49,runs,Player_28,213,183,10,4
MATCH1492,2011-07-04,2011,Chennai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,25,wickets,Player_16,125,88,8,5
MATCH1493,2022-06-03,2022,Jaipur,Punjab Kings,Punjab Kings,Delhi Capitals,48,wickets,Player_85,226,231,7,4
MATCH1494,2022-09-28,2022,Kolkata,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,19,runs,Player_6,131,141,8,1
MATCH1495,2016-08-19,2016,Kolkata,Rajasthan Royals,Mumbai Indians,Punjab Kings,43,runs,Player_75,210,98,0,9
MATCH1496,2016-08-05,2016,Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,47,wickets,Player_87,93,104,9,7
MATCH1497,2024-04-18,2024,Chennai,Mumbai Indians,Chennai Super Kings,Rajasthan Royals,29,wickets,Player_90,113,181,1,1
MATCH1498,2010-02-27,2010,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Sunrisers Hyderabad,46,wickets,Player_68,121,123,8,2
MATCH1499,2016-07-13,2016,Kolkata,Royal Challengers Bangalore,Delhi Capitals,Sunrisers Hyderabad,24,wickets,Player_93,237,113,6,9
MATCH1500,2024-01-04,2024,Mumbai,Chennai Super Kings,Punjab Kings,Rajasthan Royals,44,wickets,Player_82,139,84,7,3
MATCH1501,2020-07-07,2020,Mumbai,Sunrisers Hyderabad,Delhi Capitals,Rajasthan Royals,11,wickets,Player_81,160,187,6,3
MATCH1502,2024-10-31,2024,Hyderabad,Chennai Super Kings,Royal Challengers Bangalore,Punjab Kings,31,wickets,Player_15,91,158,8,3
MATCH1503,2021-02-17,2021,Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Sunrisers Hyderabad,29,wickets,Player_50,226,196,7,8
MATCH1504,2016-10-14,2016,Mumbai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,29,runs,Player_61,103,241,5,2
MATCH1505,2017-05-13,2017,Chennai,Sunrisers Hyderabad,Chennai Super Kings,Mumbai Indians,38,runs,Player_55,89,249,4,5
MATCH1506,2011-02-21,2011,Pune,Rajasthan Royals,Mumbai Indians,Royal Challengers Bangalore,29,wickets,Player_80,234,242,9,0
MATCH1507,2011-05-31,2011,Kolkata,Delhi Capitals,Delhi Capitals,Royal Challengers Bangalore,41,wickets,Player_98,137,116,2,3
MATCH1508,2016-05-25,2016,Chennai,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,34,wickets,Player_66,146,248,5,8
MATCH1509,2017-04-07,2017,Chennai,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,10,wickets,Player_4,95,201,1,1
MATCH1510,2022-09-10,2022,Kolkata,Royal Challengers Bangalore,Punjab Kings,Chennai Super Kings,6,runs,Player_67,241,112,9,5
MATCH1511,2020-04-05,2020,Jaipur,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,18,wickets,Player_23,183,138,5,1
MATCH1512,2024-08-13,2024,Pune,Sunrisers Hyderabad,Rajasthan Royals,Chennai Super Kings,18,wickets,Player_56,209,165,5,3
MATCH1513,2009-03-03,2009,Bangalore,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,37,wickets,Player_14,132,111,5,4
MATCH1514,2010-05-17,2010,Pune,Kolkata Knight Riders,Punjab Kings,Mumbai Indians,24,wickets,Player_82,174,220,4,7
MATCH1515,2024-03-25,2024,Hyderabad,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,3,wickets,Player_16,126,106,3,8
MATCH1516,2025-06-16,2025,Hyderabad,Delhi Capitals,Kolkata Knight Riders,Sunrisers Hyderabad,32,wickets,Player_79,120,139,5,8
MATCH1517,2020-04-12,2020,Bangalore,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,45,wickets,Player_11,197,134,4,1
MATCH1518,2018-07-18,2018,Mumbai,Chennai Super Kings,Kolkata Knight Riders,Sunrisers Hyderabad,3,runs,Player_59,153,164,9,8
MATCH1519,2014-12-18,2014,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Kolkata Knight Riders,9,wickets,Player_72,101,88,6,2
MATCH1520,2023-09-23,2023,Jaipur,Kolkata Knight Riders,Delhi Capitals,Sunrisers Hyderabad,9,runs,Player_75,91,129,4,0
MATCH1521,2009-06-25,2009,Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai Indians,33,wickets,Player_34,228,185,6,5
MATCH1522,2025-03-14,2025,Bangalore,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,11,runs,Player_67,239,232,8,1
MATCH1523,2024-12-28,2024,Mumbai,Chennai Super Kings,Royal Challengers Bangalore,Mumbai Indians,42,wickets,Player_6,137,210,6,0
MATCH1524,2015-01-24,2015,Delhi,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,26,wickets,Player_60,193,207,1,9
MATCH1525,2024-01-09,2024,Delhi,Delhi Capitals,Punjab Kings,Mumbai Indians,42,runs,Player_29,104,126,4,3
MATCH1526,2017-07-25,2017,Chennai,Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai Indians,31,wickets,Player_44,132,249,9,7
MATCH1527,2017-04-05,2017,Pune,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,25,runs,Player_43,190,172,7,4
MATCH1528,2012-11-13,2012,Chennai,Punjab Kings,Chennai Super Kings,Mumbai Indians,15,runs,Player_64,220,143,8,5
MATCH1529,2009-08-05,2009,Delhi,Punjab Kings,Punjab Kings,Punjab Kings,48,runs,Player_53,111,152,2,3
MATCH1530,2025-01-03,2025,Mumbai,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,29,wickets,Player_54,239,187,3,1
MATCH1531,2017-07-08,2017,Kolkata,Royal Challengers Bangalore,Sunrisers Hyderabad,Mumbai Indians,21,wickets,Player_26,138,183,1,7
MATCH1532,2010-08-11,2010,Delhi,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,47,wickets,Player_7,225,99,1,5
MATCH1533,2012-02-23,2012,Hyderabad,Royal Challengers Bangalore,Delhi Capitals,Rajasthan Royals,48,wickets,Player_62,148,176,7,1
MATCH1534,2022-12-05,2022,Delhi,Mumbai Indians,Mumbai Indians,Rajasthan Royals,21,wickets,Player_18,102,126,8,9
MATCH1535,2014-04-22,2014,Mumbai,Rajasthan Royals,Rajasthan Royals,Punjab Kings,22,wickets,Player_52,84,112,7,10
MATCH1536,2019-05-08,2019,Kolkata,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,11,runs,Player_80,223,200,8,2
MATCH1537,2016-06-23,2016,Jaipur,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,47,wickets,Player_68,111,239,9,8
MATCH1538,2013-04-01,2013,Jaipur,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,19,wickets,Player_44,203,198,1,0
MATCH1539,2020-11-17,2020,Mumbai,Rajasthan Royals,Kolkata Knight Riders,Delhi Capitals,14,runs,Player_12,117,178,7,3
MATCH1540,2015-05-14,2015,Delhi,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,12,wickets,Player_37,204,115,9,8
MATCH1541,2016-01-14,2016,Bangalore,Punjab Kings,Chennai Super Kings,Sunrisers Hyderabad,5,wickets,Player_52,147,230,9,9
MATCH1542,2015-05-06,2015,Chennai,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,16,wickets,Player_27,223,203,2,4
MATCH1543,2016-12-23,2016,Pune,Punjab Kings,Delhi Capitals,Kolkata Knight Riders,5,wickets,Player_45,167,212,3,7
MATCH1544,2017-12-29,2017,Mumbai,Kolkata Knight Riders,Chennai Super Kings,Delhi Capitals,6,runs,Player_71,181,94,1,3
MATCH1545,2008-07-24,2008,Hyderabad,Rajasthan Royals,Rajasthan Royals,Royal Challengers Bangalore,42,wickets,Player_42,245,161,1,8
MATCH1546,2022-08-04,2022,Pune,Punjab Kings,Sunrisers Hyderabad,Rajasthan Royals,32,wickets,Player_23,156,148,5,7
MATCH1547,2014-07-20,2014,Chennai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,18,runs,Player_73,189,246,8,8
MATCH1548,2019-12-08,2019,Delhi,Kolkata Knight Riders,Mumbai Indians,Chennai Super Kings,49,wickets,Player_26,121,135,6,8
MATCH1549,2018-03-14,2018,Jaipur,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,20,wickets,Player_9,148,187,2,6
MATCH1550,2020-02-10,2020,Mumbai,Royal Challengers Bangalore,Delhi Capitals,Sunrisers Hyderabad,42,wickets,Player_94,163,108,0,3
MATCH1551,2017-07-24,2017,Mumbai,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,45,runs,Player_77,142,202,9,4
MATCH1552,2020-08-31,2020,Pune,Royal Challengers Bangalore,Mumbai Indians,Rajasthan Royals,38,wickets,Player_63,133,161,10,5
MATCH1553,2021-10-16,2021,Chennai,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,16,wickets,Player_90,136,219,5,5
MATCH1554,2018-11-01,2018,Pune,Chennai Super Kings,Punjab Kings,Sunrisers Hyderabad,3,wickets,Player_83,171,188,9,7
MATCH1555,2023-06-25,2023,Hyderabad,Mumbai Indians,Rajasthan Royals,Chennai Super Kings,22,runs,Player_84,206,194,10,9
MATCH1556,2018-05-30,2018,Delhi,Sunrisers Hyderabad,Punjab Kings,Royal Challengers Bangalore,30,runs,Player_93,138,137,3,8
MATCH1557,2010-11-26,2010,Pune,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,45,runs,Player_98,237,168,7,7
MATCH1558,2010-07-10,2010,Bangalore,Chennai Super Kings,Delhi Capitals,Sunrisers Hyderabad,3,wickets,Player_93,149,196,8,6
MATCH1559,2023-06-27,2023,Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,12,wickets,Player_31,206,108,2,5
MATCH1560,2014-01-03,2014,Hyderabad,Mumbai Indians,Delhi Capitals,Royal Challengers Bangalore,48,wickets,Player_48,232,83,4,6
MATCH1561,2015-12-24,2015,Bangalore,Rajasthan Royals,Chennai Super Kings,Mumbai Indians,43,wickets,Player_8,187,168,6,10
MATCH1562,2021-08-16,2021,Chennai,Rajasthan Royals,Kolkata Knight Riders,Mumbai Indians,18,wickets,Player_71,198,233,5,5
MATCH1563,2023-07-25,2023,Pune,Punjab Kings,Kolkata Knight Riders,Royal Challengers Bangalore,49,runs,Player_53,167,195,1,6
MATCH1564,2011-07-24,2011,Hyderabad,Delhi Capitals,Rajasthan Royals,Punjab Kings,42,wickets,Player_26,145,159,1,9
MATCH1565,2024-12-02,2024,Delhi,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,10,runs,Player_94,193,91,6,5
