EmployeeID,Age,Gender,Department,JobRole,YearsAtCompany,EducationLevel,Attrition,MonthlyIncome,PerformanceRating,OverTime
EMP1533,60,Male,Research & Development,HR Manager,1,5,Yes,110756,3,Yes
EMP1534,52,Female,Sales,Laboratory Technician,10,1,No,70575,3,No
EMP1535,54,Male,Human Resources,Sales Representative,2,1,No,42948,1,Yes
EMP1536,31,Female,Research & Development,Research Scientist,6,2,Yes,113137,5,No
EMP1537,25,Female,Sales,Sales Executive,15,1,No,48932,5,Yes
EMP1538,50,Female,Research & Development,Research Scientist,3,1,No,48900,1,Yes
EMP1539,28,Male,Human Resources,Sales Representative,14,2,No,128389,4,No
EMP1540,43,Male,Human Resources,Sales Representative,2,1,Yes,66313,4,Yes
EMP1541,27,Female,Human Resources,Laboratory Technician,15,3,No,101301,1,No
EMP1542,54,Female,Research & Development,HR Manager,6,2,Yes,91029,5,Yes
EMP1543,33,Female,Sales,Sales Representative,3,1,Yes,33691,5,No
EMP1544,24,Female,Sales,Sales Executive,6,4,No,106989,5,No
EMP1545,37,Female,Research & Development,Sales Representative,15,3,Yes,125707,4,No
EMP1546,50,Female,Sales,Sales Executive,9,1,No,126387,1,Yes
EMP1547,50,Female,Research & Development,Laboratory Technician,0,5,Yes,103140,5,Yes
EMP1548,55,Male,Human Resources,Sales Representative,13,5,Yes,92215,2,Yes
EMP1549,55,Female,Research & Development,Laboratory Technician,3,4,Yes,49794,1,No
EMP1550,32,Female,Human Resources,Laboratory Technician,14,5,Yes,127571,1,No
EMP1551,45,Male,Sales,Sales Executive,6,1,No,81088,5,No
EMP1552,45,Female,Human Resources,HR Manager,14,4,No,63522,5,Yes
EMP1553,40,Female,Research & Development,Sales Representative,0,5,Yes,143449,1,No
EMP1554,46,Female,Human Resources,Sales Executive,8,3,Yes,105279,5,Yes
EMP1555,48,Female,Research & Development,HR Manager,13,1,No,83329,3,Yes
EMP1556,43,Female,Human Resources,Sales Executive,8,3,No,56828,2,No
EMP1557,60,Female,Human Resources,Laboratory Technician,15,1,Yes,54029,1,No
EMP1558,25,Male,Research & Development,Laboratory Technician,5,3,Yes,53259,1,Yes
EMP1559,43,Male,Sales,Sales Executive,10,2,Yes,78915,2,Yes
EMP1560,26,Male,Sales,Sales Executive,15,4,No,40240,2,No
EMP1561,43,Female,Human Resources,Sales Executive,9,2,No,95012,4,Yes
EMP1562,28,Male,Sales,Sales Executive,9,5,Yes,140360,4,Yes
EMP1563,57,Male,Sales,Sales Representative,8,3,No,69131,1,Yes
EMP1564,46,Male,Research & Development,Sales Representative,7,1,No,133999,1,No
EMP1565,40,Female,Sales,Sales Executive,10,5,No,48894,3,No
EMP1566,38,Female,Research & Development,Research Scientist,8,1,Yes,54316,5,Yes
EMP1567,60,Male,Research & Development,Sales Representative,9,1,No,67960,3,No
EMP1568,31,Male,Human Resources,HR Manager,14,2,Yes,31833,5,No
EMP1569,43,Female,Human Resources,Sales Executive,3,2,No,64736,3,No
EMP1570,27,Male,Human Resources,Sales Executive,5,3,Yes,139101,5,No
EMP1571,59,Male,Human Resources,Sales Executive,15,2,No,146663,1,Yes
EMP1572,31,Male,Human Resources,HR Manager,0,5,No,120950,3,Yes
EMP1573,44,Female,Sales,Research Scientist,10,5,No,114631,2,Yes
EMP1574,41,Female,Sales,Sales Executive,15,2,Yes,118270,4,Yes
EMP1575,47,Male,Research & Development,Sales Representative,15,4,No,58047,2,Yes
EMP1576,30,Male,Human Resources,Sales Representative,5,3,No,52595,2,Yes
EMP1577,60,Female,Human Resources,Laboratory Technician,5,1,Yes,84947,1,Yes
EMP1578,27,Male,Research & Development,HR Manager,2,3,Yes,43065,1,Yes
EMP1579,41,Female,Research & Development,Laboratory Technician,13,4,No,44140,5,Yes
EMP1580,57,Male,Research & Development,Sales Representative,9,4,No,99936,4,No
EMP1581,46,Male,Human Resources,Research Scientist,3,1,Yes,138584,1,Yes
EMP1582,43,Female,Research & Development,Research Scientist,14,5,No,111508,3,Yes
EMP1583,30,Female,Sales,Laboratory Technician,10,4,Yes,36765,4,No
EMP1584,55,Female,Human Resources,Sales Representative,5,2,No,34645,2,Yes
EMP1585,27,Male,Sales,Sales Representative,6,2,Yes,55220,2,No
EMP1586,49,Male,Human Resources,Sales Executive,3,2,No,70039,1,No
EMP1587,54,Female,Sales,HR Manager,7,5,No,80144,3,Yes
EMP1588,45,Female,Research & Development,Research Scientist,6,4,No,98922,2,Yes
EMP1589,23,Male,Sales,HR Manager,9,5,Yes,86573,5,No
EMP1590,45,Male,Human Resources,Sales Executive,9,1,Yes,43004,4,No
EMP1591,41,Female,Research & Development,Sales Executive,10,2,No,120117,1,Yes
EMP1592,33,Male,Research & Development,Sales Executive,15,4,No,80001,4,Yes
EMP1593,35,Male,Research & Development,Sales Executive,3,5,Yes,58195,4,Yes
EMP1594,43,Male,Sales,HR Manager,9,4,No,36587,3,Yes
EMP1595,53,Male,Sales,Research Scientist,6,4,No,92244,3,Yes
EMP1596,34,Male,Research & Development,Sales Executive,4,3,No,31572,3,No
EMP1597,36,Female,Human Resources,HR Manager,10,3,Yes,49570,3,Yes
EMP1598,30,Male,Human Resources,Laboratory Technician,5,2,No,101585,4,Yes
EMP1599,31,Male,Research & Development,Sales Representative,6,1,No,82344,1,Yes
EMP1600,26,Male,Sales,Sales Executive,12,1,No,88805,5,No
EMP1601,40,Male,Research & Development,Sales Representative,5,4,No,121024,2,Yes
EMP1602,28,Female,Sales,Sales Executive,5,2,No,115563,2,Yes
EMP1603,54,Female,Research & Development,Sales Representative,5,1,Yes,52260,1,Yes
EMP1604,56,Female,Sales,Laboratory Technician,10,5,No,37351,4,No
EMP1605,55,Female,Sales,Laboratory Technician,15,3,No,49850,1,Yes
EMP1606,24,Female,Research & Development,Sales Representative,13,1,Yes,132109,3,Yes
EMP1607,43,Male,Research & Development,Research Scientist,8,3,Yes,34606,4,Yes
EMP1608,30,Male,Human Resources,Research Scientist,7,3,Yes,34167,1,No
EMP1609,60,Male,Research & Development,Sales Representative,8,4,Yes,107929,5,Yes
EMP1610,46,Male,Research & Development,Laboratory Technician,15,1,Yes,73938,5,No
EMP1611,31,Female,Research & Development,Sales Executive,9,3,No,132161,3,No
EMP1612,32,Female,Research & Development,Laboratory Technician,11,4,No,133864,2,Yes
EMP1613,33,Female,Human Resources,Sales Representative,4,1,Yes,60991,5,No
EMP1614,32,Female,Research & Development,Sales Executive,9,2,Yes,81239,3,No
EMP1615,50,Male,Human Resources,Sales Representative,10,1,No,147081,4,No
EMP1616,24,Male,Research & Development,Sales Executive,11,5,No,135196,4,Yes
EMP1617,48,Female,Research & Development,Research Scientist,10,5,Yes,84277,4,No
EMP1618,45,Female,Sales,Research Scientist,14,5,Yes,124560,4,No
EMP1619,37,Male,Research & Development,Sales Executive,9,1,Yes,47765,2,Yes
EMP1620,50,Female,Human Resources,HR Manager,13,5,Yes,39185,4,No
EMP1621,40,Male,Research & Development,Research Scientist,12,2,Yes,104873,2,No
EMP1622,50,Female,Sales,Sales Executive,13,4,Yes,77237,2,Yes
EMP1623,36,Male,Human Resources,Research Scientist,0,4,No,55767,3,No
EMP1624,56,Male,Human Resources,Sales Executive,12,5,No,83643,5,No
EMP1625,37,Female,Human Resources,Sales Executive,1,5,Yes,101264,4,No
EMP1626,41,Female,Research & Development,HR Manager,13,3,Yes,106466,1,No
EMP1627,52,Male,Sales,Sales Representative,11,1,Yes,34086,3,No
EMP1628,34,Female,Sales,Sales Representative,4,5,No,31307,2,No
EMP1629,45,Female,Sales,Laboratory Technician,14,1,No,74428,1,No
EMP1630,58,Female,Sales,HR Manager,8,3,No,90928,2,Yes
EMP1631,50,Female,Sales,Research Scientist,0,2,No,92363,4,No
EMP1632,51,Female,Sales,HR Manager,6,3,Yes,109287,1,No
EMP1633,40,Male,Sales,Sales Representative,6,5,Yes,71024,5,Yes
EMP1634,46,Female,Research & Development,Laboratory Technician,8,4,Yes,33935,3,No
EMP1635,54,Female,Research & Development,Sales Representative,9,3,Yes,37855,1,No
EMP1636,55,Female,Sales,Research Scientist,11,1,No,42554,2,No
EMP1637,48,Male,Human Resources,HR Manager,0,1,No,94871,3,No
EMP1638,32,Female,Research & Development,Research Scientist,10,1,Yes,61902,4,Yes
EMP1639,34,Male,Research & Development,Research Scientist,13,3,No,47899,5,No
EMP1640,60,Female,Sales,Sales Executive,12,2,No,73717,4,No
EMP1641,30,Male,Research & Development,Research Scientist,10,3,Yes,134587,1,Yes
EMP1642,38,Female,Sales,Laboratory Technician,6,4,Yes,103804,2,No
EMP1643,25,Male,Research & Development,Research Scientist,6,2,Yes,31615,4,No
EMP1644,52,Male,Research & Development,Research Scientist,14,3,Yes,33407,5,No
EMP1645,45,Female,Human Resources,Sales Executive,8,3,Yes,134664,4,No
EMP1646,57,Female,Human Resources,Sales Executive,3,4,Yes,90475,1,No
EMP1647,28,Female,Research & Development,Sales Representative,2,1,No,58336,3,Yes
EMP1648,55,Male,Research & Development,Sales Representative,7,5,No,110653,1,No
EMP1649,29,Female,Research & Development,Research Scientist,5,3,No,90486,4,Yes
EMP1650,40,Male,Sales,Sales Representative,10,1,Yes,41727,2,No
EMP1651,27,Female,Human Resources,Laboratory Technician,15,4,Yes,54839,1,Yes
EMP1652,32,Male,Sales,Laboratory Technician,15,3,Yes,128649,4,No
EMP1653,39,Female,Sales,Laboratory Technician,1,3,No,132064,4,No
EMP1654,50,Female,Research & Development,Sales Executive,12,4,Yes,34536,2,Yes
EMP1655,54,Male,Sales,Sales Executive,15,1,Yes,115766,4,No
EMP1656,31,Male,Sales,HR Manager,7,1,No,89175,1,No
EMP1657,49,Female,Research & Development,Laboratory Technician,8,3,Yes,52500,3,Yes
EMP1658,27,Female,Sales,Research Scientist,12,3,No,51003,1,No
EMP1659,36,Female,Sales,Sales Representative,1,2,Yes,42258,2,No
EMP1660,50,Male,Human Resources,Sales Executive,3,1,Yes,44307,5,No
EMP1661,44,Female,Human Resources,Research Scientist,1,2,No,56764,1,No
EMP1662,23,Male,Research & Development,Sales Representative,10,5,No,100849,4,Yes
EMP1663,48,Male,Human Resources,Sales Representative,8,5,No,136561,3,Yes
EMP1664,25,Female,Human Resources,Laboratory Technician,11,5,No,79895,1,Yes
EMP1665,47,Male,Human Resources,Research Scientist,14,1,Yes,104235,5,No
EMP1666,54,Male,Sales,Research Scientist,9,3,No,35407,5,No
EMP1667,45,Male,Human Resources,Laboratory Technician,3,1,No,127418,5,No
EMP1668,37,Female,Sales,Laboratory Technician,15,1,Yes,96757,1,No
EMP1669,46,Male,Human Resources,Laboratory Technician,4,3,No,91946,1,Yes
EMP1670,27,Male,Human Resources,Laboratory Technician,2,3,Yes,145946,2,No
EMP1671,45,Male,Sales,HR Manager,10,3,No,39905,5,Yes
EMP1672,36,Male,Research & Development,Research Scientist,13,1,Yes,115863,1,Yes
EMP1673,23,Female,Sales,Sales Representative,4,2,Yes,81098,5,No
EMP1674,42,Male,Sales,Sales Representative,4,5,No,94961,1,Yes
EMP1675,28,Male,Research & Development,Laboratory Technician,9,2,Yes,48682,2,No
EMP1676,43,Male,Human Resources,Laboratory Technician,6,5,No,54331,1,No
EMP1677,31,Male,Sales,HR Manager,2,1,No,45722,2,Yes
EMP1678,30,Female,Research & Development,Laboratory Technician,14,2,Yes,33270,1,No
EMP1679,24,Male,Sales,HR Manager,7,1,Yes,135416,2,No
EMP1680,40,Male,Research & Development,HR Manager,10,3,Yes,137954,3,Yes
EMP1681,52,Female,Human Resources,Laboratory Technician,8,3,Yes,63277,2,No
EMP1682,30,Female,Human Resources,HR Manager,9,5,Yes,71446,1,Yes
EMP1683,52,Female,Sales,HR Manager,0,5,No,144050,5,No
EMP1684,50,Female,Research & Development,Sales Representative,4,1,No,123053,3,No
EMP1685,22,Female,Research & Development,Laboratory Technician,2,5,Yes,131380,3,Yes
EMP1686,27,Female,Human Resources,Sales Executive,10,5,No,66612,2,No
EMP1687,23,Male,Sales,HR Manager,11,5,Yes,127449,2,Yes
EMP1688,38,Female,Research & Development,Laboratory Technician,14,3,Yes,83413,4,Yes
EMP1689,35,Female,Sales,HR Manager,6,5,Yes,133854,3,No
EMP1690,31,Male,Sales,HR Manager,5,3,Yes,44663,5,No
EMP1691,57,Male,Sales,Sales Representative,10,1,No,95008,4,No
EMP1692,60,Male,Research & Development,Sales Executive,14,4,No,44543,5,Yes
EMP1693,55,Female,Human Resources,Sales Representative,7,1,Yes,104642,3,Yes
EMP1694,49,Female,Human Resources,Research Scientist,14,3,Yes,51913,2,Yes
EMP1695,29,Male,Research & Development,Sales Executive,11,4,Yes,101717,1,No
EMP1696,40,Female,Research & Development,Sales Representative,10,1,No,135872,5,Yes
EMP1697,37,Female,Human Resources,Sales Executive,6,3,Yes,38965,2,No
EMP1698,41,Male,Research & Development,Research Scientist,8,3,No,92123,4,Yes
EMP1699,29,Female,Human Resources,HR Manager,8,1,Yes,139344,1,Yes
EMP1700,25,Male,Human Resources,Laboratory Technician,0,2,Yes,30824,1,Yes
EMP1701,37,Female,Sales,Sales Representative,4,1,No,89609,5,No
EMP1702,48,Female,Research & Development,Sales Executive,3,1,Yes,63663,5,No
EMP1703,51,Male,Sales,Sales Executive,13,5,Yes,70159,4,Yes
EMP1704,26,Male,Human Resources,Research Scientist,13,1,No,62096,1,No
EMP1705,29,Male,Human Resources,Research Scientist,12,1,Yes,83354,2,Yes
EMP1706,53,Female,Research & Development,Sales Representative,15,4,No,37050,4,No
EMP1707,60,Male,Research & Development,Research Scientist,1,1,No,48966,3,No
EMP1708,56,Female,Human Resources,Laboratory Technician,1,4,Yes,138141,4,No
EMP1709,23,Female,Human Resources,Sales Representative,11,3,No,59567,3,Yes
EMP1710,54,Female,Human Resources,HR Manager,0,4,No,129559,3,Yes
EMP1711,58,Male,Sales,Laboratory Technician,13,5,Yes,69522,3,Yes
EMP1712,37,Female,Sales,Sales Representative,1,1,Yes,68421,3,Yes
EMP1713,31,Male,Sales,Sales Representative,10,3,No,142306,5,No
EMP1714,40,Female,Human Resources,Sales Representative,15,2,No,133090,2,Yes
EMP1715,49,Female,Research & Development,Sales Executive,9,5,Yes,148278,1,No
EMP1716,22,Female,Research & Development,Sales Representative,10,5,Yes,47268,3,No
EMP1717,44,Female,Sales,Sales Executive,2,2,Yes,54073,3,Yes
EMP1718,37,Male,Human Resources,Sales Representative,2,1,No,77257,5,No
EMP1719,58,Female,Sales,Laboratory Technician,2,3,No,48903,5,Yes
EMP1720,48,Female,Human Resources,Sales Executive,3,2,Yes,42169,3,Yes
EMP1721,33,Male,Human Resources,Laboratory Technician,5,2,Yes,114927,3,Yes
EMP1722,27,Female,Research & Development,Research Scientist,2,5,No,82076,3,No
EMP1723,55,Female,Sales,Sales Executive,14,1,No,32018,2,No
EMP1724,45,Female,Research & Development,Sales Executive,6,1,Yes,48883,5,Yes
EMP1725,26,Female,Research & Development,HR Manager,2,4,Yes,74868,1,Yes
EMP1726,55,Female,Sales,Sales Executive,13,2,No,53735,1,Yes
EMP1727,56,Female,Sales,Laboratory Technician,8,2,No,58137,5,No
EMP1728,54,Male,Research & Development,HR Manager,14,2,No,149455,1,Yes
EMP1729,54,Male,Sales,Sales Representative,14,5,No,107032,5,No
EMP1730,57,Male,Sales,Sales Executive,4,2,Yes,65373,1,Yes
EMP1731,23,Male,Sales,Sales Representative,10,4,Yes,129002,5,Yes
EMP1732,46,Female,Sales,Research Scientist,2,1,No,40784,5,Yes
EMP1733,52,Male,Research & Development,Sales Representative,5,5,No,48601,4,No
EMP1734,24,Female,Research & Development,Sales Executive,10,3,Yes,126019,3,No
EMP1735,46,Female,Research & Development,Sales Representative,14,5,Yes,149781,3,Yes
EMP1736,45,Male,Human Resources,Sales Executive,13,2,Yes,117073,5,Yes
EMP1737,38,Male,Human Resources,Sales Executive,0,4,No,125738,2,No
EMP1738,23,Male,Sales,HR Manager,12,5,No,32230,3,No
EMP1739,44,Female,Sales,Laboratory Technician,9,2,No,106459,3,Yes
EMP1740,26,Male,Research & Development,Sales Representative,0,1,Yes,65598,3,Yes
EMP1741,44,Male,Research & Development,Sales Representative,12,4,Yes,69988,4,Yes
EMP1742,37,Female,Research & Development,Laboratory Technician,0,2,Yes,127243,4,Yes
EMP1743,28,Female,Human Resources,Sales Representative,0,5,No,137910,2,Yes
EMP1744,59,Male,Research & Development,HR Manager,7,4,No,88468,2,Yes
EMP1745,43,Female,Human Resources,Research Scientist,10,2,No,134573,5,No
EMP1746,30,Female,Human Resources,Laboratory Technician,13,5,No,140437,3,Yes
EMP1747,24,Female,Sales,Laboratory Technician,4,3,Yes,92188,2,No
EMP1748,44,Female,Research & Development,Research Scientist,8,3,No,145776,1,Yes
EMP1749,56,Male,Human Resources,Laboratory Technician,7,2,No,53631,4,No
EMP1750,43,Female,Sales,Sales Executive,10,4,Yes,79260,5,No
EMP1751,33,Male,Research & Development,Research Scientist,14,5,Yes,110874,4,Yes
EMP1752,51,Male,Human Resources,Sales Executive,6,4,Yes,32962,1,No
EMP1753,52,Male,Sales,Sales Representative,11,5,No,57294,3,No
EMP1754,33,Male,Research & Development,Sales Executive,4,3,Yes,118395,4,Yes
EMP1755,30,Female,Research & Development,Sales Executive,6,3,Yes,53937,4,No
EMP1756,26,Female,Research & Development,HR Manager,4,2,No,85137,1,No
EMP1757,51,Male,Research & Development,Sales Representative,6,5,Yes,114089,2,Yes
EMP1758,24,Female,Research & Development,HR Manager,9,1,No,111986,4,No
EMP1759,40,Female,Human Resources,Sales Representative,5,4,No,76284,1,Yes
EMP1760,34,Female,Human Resources,Sales Executive,3,3,No,71393,4,Yes
EMP1761,24,Female,Research & Development,Laboratory Technician,0,5,Yes,42369,2,No
EMP1762,34,Female,Sales,Laboratory Technician,1,4,No,59445,3,No
EMP1763,24,Female,Research & Development,Laboratory Technician,4,1,Yes,47111,5,Yes
EMP1764,42,Female,Research & Development,HR Manager,11,1,No,91646,4,Yes
EMP1765,41,Male,Human Resources,Research Scientist,2,4,Yes,83605,1,No
EMP1766,54,Female,Sales,HR Manager,10,5,No,40341,4,No
EMP1767,47,Male,Research & Development,HR Manager,10,2,No,115399,1,No
EMP1768,56,Female,Human Resources,Research Scientist,7,3,Yes,91029,3,No
EMP1769,52,Male,Research & Development,Sales Representative,6,2,Yes,108994,4,Yes
EMP1770,38,Male,Sales,Laboratory Technician,6,5,Yes,137261,2,No
EMP1771,24,Female,Sales,Sales Representative,9,2,Yes,69335,4,No
EMP1772,34,Female,Human Resources,Research Scientist,5,5,Yes,124398,4,Yes
EMP1773,40,Female,Research & Development,Sales Executive,13,1,Yes,103032,1,Yes
EMP1774,44,Female,Research & Development,HR Manager,8,2,No,33159,2,Yes
EMP1775,25,Female,Human Resources,Laboratory Technician,7,2,No,118752,2,No
EMP1776,43,Male,Sales,Sales Representative,6,1,Yes,47555,3,Yes
EMP1777,39,Female,Human Resources,Sales Representative,11,2,Yes,65435,1,Yes
EMP1778,29,Female,Human Resources,Laboratory Technician,0,2,Yes,75212,3,No
EMP1779,45,Female,Human Resources,HR Manager,4,1,Yes,138417,5,No
EMP1780,49,Male,Sales,Sales Executive,14,1,Yes,120707,3,No
EMP1781,47,Male,Research & Development,Sales Representative,3,4,No,77066,1,No
EMP1782,50,Female,Human Resources,Laboratory Technician,12,2,Yes,106591,1,No
EMP1783,46,Female,Human Resources,Sales Representative,0,2,No,100785,3,Yes
EMP1784,43,Female,Human Resources,HR Manager,14,3,Yes,75974,2,No
EMP1785,33,Male,Human Resources,HR Manager,6,1,Yes,44673,1,Yes
EMP1786,53,Male,Sales,Sales Executive,12,5,No,80104,1,No
EMP1787,53,Male,Research & Development,Laboratory Technician,1,1,No,34856,4,Yes
EMP1788,45,Female,Research & Development,Laboratory Technician,14,2,Yes,47224,2,No
EMP1789,55,Male,Research & Development,Research Scientist,14,1,Yes,43863,1,Yes
EMP1790,39,Female,Sales,Laboratory Technician,12,1,Yes,43933,4,Yes
EMP1791,27,Female,Research & Development,Laboratory Technician,6,4,Yes,105362,4,No
EMP1792,49,Female,Research & Development,Sales Representative,6,1,Yes,117479,1,No
EMP1793,27,Female,Sales,Sales Executive,12,3,No,44475,3,Yes
EMP1794,49,Female,Sales,Research Scientist,3,2,No,71899,4,Yes
EMP1795,60,Female,Human Resources,Laboratory Technician,2,4,No,100388,1,No
EMP1796,33,Female,Research & Development,Sales Representative,5,2,Yes,106210,3,No
EMP1797,56,Female,Sales,Research Scientist,3,2,Yes,140309,5,No
EMP1798,40,Female,Human Resources,Sales Executive,5,1,Yes,41916,4,Yes
EMP1799,42,Female,Research & Development,Sales Executive,6,3,No,52377,5,Yes
EMP1800,28,Male,Research & Development,Sales Executive,3,3,No,135568,1,Yes
EMP1801,27,Male,Human Resources,Research Scientist,15,4,No,86343,3,No
EMP1802,42,Male,Sales,HR Manager,11,4,No,100843,2,No
EMP1803,40,Male,Human Resources,Research Scientist,10,5,No,145453,2,No
EMP1804,41,Male,Sales,Sales Executive,13,3,No,83032,3,No
EMP1805,50,Female,Sales,Sales Representative,6,4,Yes,129280,3,Yes
EMP1806,60,Male,Human Resources,Research Scientist,6,2,Yes,122159,1,No
EMP1807,49,Male,Sales,Sales Representative,2,2,Yes,67425,2,No
EMP1808,32,Male,Human Resources,HR Manager,11,2,No,126011,2,Yes
EMP1809,50,Female,Research & Development,Sales Executive,15,4,No,109514,5,Yes
EMP1810,44,Male,Research & Development,Sales Executive,8,3,Yes,135163,3,No
EMP1811,50,Male,Sales,Sales Representative,3,2,No,100236,3,Yes
EMP1812,24,Male,Research & Development,HR Manager,14,2,Yes,145985,4,No
EMP1813,44,Female,Human Resources,Sales Executive,0,4,Yes,84214,5,Yes
EMP1814,49,Male,Human Resources,Research Scientist,0,4,Yes,63462,3,No
EMP1815,39,Male,Human Resources,Sales Representative,12,3,No,92779,1,No
EMP1816,25,Female,Research & Development,HR Manager,13,4,Yes,102876,4,Yes
EMP1817,26,Male,Research & Development,Sales Representative,12,1,Yes,86093,3,Yes
EMP1818,47,Male,Research & Development,Sales Executive,3,3,Yes,133699,3,Yes
EMP1819,45,Female,Human Resources,Sales Representative,11,1,No,145187,2,No
EMP1820,54,Male,Sales,Research Scientist,11,4,No,149052,1,Yes
EMP1821,32,Male,Human Resources,Sales Executive,9,4,No,97331,3,Yes
EMP1822,23,Female,Sales,HR Manager,2,2,Yes,118403,4,No
EMP1823,31,Female,Sales,HR Manager,13,1,Yes,85220,5,Yes
EMP1824,60,Male,Human Resources,Sales Executive,9,1,No,46633,1,Yes
EMP1825,50,Male,Human Resources,HR Manager,7,4,No,58035,3,Yes
EMP1826,24,Female,Research & Development,Laboratory Technician,2,5,No,90766,4,No
EMP1827,30,Female,Sales,Sales Executive,12,3,Yes,79724,1,Yes
EMP1828,26,Male,Sales,Sales Executive,15,2,Yes,37705,5,No
EMP1829,37,Male,Research & Development,Research Scientist,0,4,Yes,148994,1,No
EMP1830,45,Male,Sales,Sales Executive,8,1,No,31267,5,Yes
EMP1831,45,Male,Sales,Research Scientist,10,3,Yes,95562,5,No
EMP1832,46,Male,Research & Development,Sales Executive,1,2,Yes,98880,5,No
EMP1833,58,Female,Human Resources,Research Scientist,4,3,No,65289,4,Yes
EMP1834,24,Female,Research & Development,Research Scientist,7,3,Yes,70889,4,No
EMP1835,60,Female,Research & Development,Laboratory Technician,5,2,Yes,89793,3,Yes
EMP1836,31,Female,Human Resources,HR Manager,0,4,Yes,63923,4,Yes
EMP1837,50,Female,Human Resources,Sales Representative,4,1,Yes,33097,5,No
EMP1838,45,Female,Research & Development,Research Scientist,4,4,Yes,97000,2,No
EMP1839,45,Male,Human Resources,Laboratory Technician,4,5,No,128199,4,Yes
EMP1840,50,Male,Research & Development,Research Scientist,15,1,Yes,60241,3,Yes
EMP1841,26,Female,Human Resources,Sales Representative,1,5,Yes,87451,4,Yes
EMP1842,58,Female,Research & Development,Sales Executive,1,4,Yes,137592,1,Yes
EMP1843,30,Female,Research & Development,Research Scientist,6,3,Yes,116160,5,No
EMP1844,55,Female,Sales,Laboratory Technician,9,3,No,103071,2,Yes
EMP1845,45,Female,Sales,HR Manager,11,2,Yes,41609,2,Yes
EMP1846,47,Male,Sales,Sales Executive,13,4,No,103997,3,No
EMP1847,42,Male,Sales,HR Manager,5,2,Yes,44357,5,No
EMP1848,39,Female,Human Resources,Sales Representative,13,3,No,104958,4,Yes
EMP1849,37,Female,Human Resources,Sales Executive,5,4,Yes,34263,3,No
EMP1850,29,Female,Research & Development,HR Manager,5,4,No,94316,5,Yes
EMP1851,23,Female,Human Resources,Laboratory Technician,4,3,Yes,68217,4,Yes
EMP1852,33,Female,Sales,Laboratory Technician,5,2,Yes,111226,4,Yes
EMP1853,53,Male,Research & Development,HR Manager,11,4,No,140935,5,No
EMP1854,55,Female,Human Resources,Sales Executive,3,2,Yes,104351,1,Yes
EMP1855,46,Male,Sales,Research Scientist,5,4,No,47121,3,No
EMP1856,57,Male,Sales,Sales Representative,0,2,No,41239,4,No
EMP1857,29,Male,Research & Development,Sales Representative,15,1,Yes,87302,1,No
EMP1858,38,Female,Sales,Laboratory Technician,6,2,No,69423,2,Yes
EMP1859,38,Female,Sales,Sales Executive,9,4,No,35716,2,Yes
EMP1860,50,Female,Sales,Sales Executive,12,4,No,36599,4,Yes
EMP1861,35,Male,Human Resources,Sales Representative,11,2,Yes,82909,4,Yes
EMP1862,40,Female,Research & Development,Sales Representative,8,5,Yes,104878,1,Yes
EMP1863,53,Female,Research & Development,Sales Representative,10,5,No,126597,5,Yes
EMP1864,34,Female,Human Resources,Sales Representative,0,2,Yes,125171,3,No
EMP1865,29,Male,Research & Development,HR Manager,0,1,Yes,130150,2,Yes
EMP1866,30,Female,Human Resources,HR Manager,10,3,No,99348,1,No
EMP1867,26,Female,Human Resources,HR Manager,0,3,Yes,137987,1,No
EMP1868,50,Male,Human Resources,HR Manager,15,5,No,130733,5,No
EMP1869,33,Male,Human Resources,Research Scientist,1,3,Yes,147143,2,No
EMP1870,50,Female,Research & Development,Laboratory Technician,4,1,Yes,56424,2,No
EMP1871,27,Male,Research & Development,Sales Representative,13,3,No,81516,1,No
EMP1872,42,Female,Human Resources,Research Scientist,1,5,Yes,109682,5,Yes
EMP1873,44,Female,Human Resources,Research Scientist,12,3,No,125730,3,Yes
EMP1874,26,Female,Research & Development,Research Scientist,5,4,Yes,111962,4,Yes
EMP1875,57,Male,Human Resources,HR Manager,5,1,No,46758,4,No
EMP1876,56,Male,Human Resources,Laboratory Technician,3,1,No,139262,2,No
EMP1877,40,Female,Human Resources,Sales Executive,0,5,No,55871,2,Yes
EMP1878,41,Female,Human Resources,Laboratory Technician,11,1,Yes,132946,2,No
EMP1879,32,Male,Research & Development,Sales Representative,7,2,Yes,72734,2,No
EMP1880,33,Female,Research & Development,Sales Representative,2,3,Yes,60207,5,Yes
EMP1881,45,Male,Sales,HR Manager,13,3,Yes,66516,4,Yes
EMP1882,54,Female,Sales,HR Manager,2,2,No,100822,2,Yes
EMP1883,36,Male,Sales,Sales Executive,3,5,Yes,65260,2,No
EMP1884,29,Female,Sales,Sales Representative,15,5,Yes,96828,2,Yes
EMP1885,34,Female,Sales,HR Manager,14,5,Yes,87284,5,No
EMP1886,30,Female,Sales,Laboratory Technician,13,5,Yes,65444,4,No
EMP1887,37,Female,Sales,Sales Executive,14,2,Yes,88857,3,Yes
EMP1888,53,Male,Human Resources,Sales Executive,4,4,No,35121,3,Yes
EMP1889,23,Male,Sales,Sales Representative,0,5,Yes,96082,1,Yes
EMP1890,45,Male,Sales,Research Scientist,9,1,Yes,50672,2,Yes
EMP1891,57,Male,Sales,HR Manager,15,2,Yes,45370,5,No
EMP1892,58,Female,Research & Development,Sales Executive,15,1,Yes,59360,2,No
