Date,Invoice ID,Store City,Product Category,Product Name,Quantity Sold,Unit Price,Discount %,Revenue,Profit
2025-02-01,INV29475,Pune,Fashion,Jeans,17,4008.41,12.98,59298.01,8812.59
2025-05-30,INV21379,Hyderabad,Electronics,Mobile,12,2723.14,13.83,28158.36,3243.22
2025-10-04,INV62116,Ahmedabad,Home Appliances,AC,19,3237.28,16.52,51347.15,5140.69
2025-01-05,INV02322,Chennai,Fashion,T-Shirt,7,4480.58,11.79,27666.24,6704.98
2024-07-28,INV44796,Delhi,Home Appliances,Refrigerator,17,1260.85,22.38,16637.42,2564.88
2024-11-30,INV22297,Hyderabad,Fashion,Shoes,1,3989.77,14.25,3421.23,713.87
2025-06-27,INV03939,Bangalore,Fashion,Shoes,10,1031.94,28.85,7342.25,1118.18
2025-10-03,INV21841,Ahmedabad,Fashion,Dress,8,1807.9,12.21,12697.24,1674.0
2025-03-09,INV62057,Delhi,Electronics,Laptop,10,2510.91,4.04,24094.69,3595.29
2023-11-21,INV09218,Chennai,Home Appliances,Refrigerator,10,1091.79,9.55,9875.24,967.91
2024-12-09,INV68403,Delhi,Grocery,Wheat,14,3857.39,11.06,48030.68,11623.54
2024-10-04,INV07238,Chennai,Fashion,T-Shirt,11,1775.12,3.96,18753.08,1934.92
2025-02-07,INV00285,Kolkata,Grocery,Milk,11,3128.03,18.04,28201.07,4489.89
2024-07-15,INV62796,Pune,Electronics,Smartwatch,16,286.61,5.74,4322.54,360.76
2024-08-19,INV30291,Delhi,Grocery,Wheat,9,3618.42,21.85,25450.16,1272.78
2025-10-07,INV53850,Chennai,Grocery,Rice,15,2375.51,16.64,29703.38,6494.22
2024-01-14,INV14985,Mumbai,Fashion,Dress,12,2711.97,4.59,31049.89,4692.17
2024-12-17,INV37579,Delhi,Electronics,Camera,14,4382.29,15.37,51922.25,6795.21
2025-04-18,INV30039,Kolkata,Fashion,Dress,19,1908.12,7.25,33625.84,5412.87
2025-08-22,INV42826,Mumbai,Grocery,Sugar,19,166.12,9.88,2844.44,447.64
2025-11-03,INV28020,Bangalore,Fashion,Jacket,12,510.5,17.68,5042.92,788.83
2024-01-03,INV13429,Ahmedabad,Home Appliances,Refrigerator,19,2532.16,15.62,40596.1,5670.19
2025-04-28,INV23954,Bangalore,Grocery,Rice,10,537.76,22.72,4155.81,393.58
2024-02-07,INV73232,Bangalore,Fashion,Dress,8,143.46,3.02,1113.02,166.11
2024-03-16,INV54905,Chennai,Home Appliances,Microwave,13,4213.17,15.4,46336.44,3606.46
2024-12-27,INV73513,Kolkata,Fashion,Shoes,14,1379.57,16.03,16217.95,3511.54
2023-12-28,INV48147,Hyderabad,Home Appliances,AC,15,4045.6,22.72,46896.6,5692.66
2024-05-12,INV23734,Bangalore,Grocery,Milk,15,2201.55,9.92,29747.34,2550.32
2025-03-06,INV54522,Mumbai,Home Appliances,Refrigerator,11,2854.49,28.72,22381.49,2543.27
2024-05-02,INV28590,Delhi,Fashion,Jacket,7,3335.34,11.43,20678.77,4009.49
2025-11-04,INV81852,Mumbai,Home Appliances,AC,16,2728.88,0.71,43352.08,2859.41
2024-02-28,INV62202,Chennai,Home Appliances,Washing Machine,16,4088.31,28.04,47071.17,10270.21
2024-08-30,INV10292,Chennai,Fashion,Shoes,12,2363.42,18.79,23032.0,4814.69
2025-06-11,INV49730,Chennai,Fashion,Jeans,1,2847.12,28.46,2036.83,469.39
2025-05-09,INV33472,Chennai,Fashion,Dress,16,488.01,0.79,7746.48,1613.12
2025-05-30,INV59831,Chennai,Electronics,Headphones,8,367.22,5.39,2779.41,564.56
2023-11-17,INV18532,Delhi,Home Appliances,Mixer,7,1789.21,7.95,11528.77,1383.13
2024-03-07,INV73783,Bangalore,Grocery,Rice,10,2798.55,3.0,27145.93,5727.89
2025-03-15,INV18926,Mumbai,Home Appliances,Refrigerator,13,3640.68,6.29,44351.86,10064.99
2025-09-17,INV49421,Delhi,Grocery,Wheat,3,952.56,28.27,2049.81,412.04
2025-11-05,INV96159,Pune,Fashion,T-Shirt,11,2674.07,4.13,28199.94,3491.47
2025-02-23,INV88061,Chennai,Home Appliances,AC,6,1587.47,13.83,8207.54,1516.76
2025-08-21,INV65184,Chennai,Electronics,Laptop,9,3820.63,1.75,33783.92,8435.31
2024-02-08,INV12096,Hyderabad,Home Appliances,Mixer,16,2062.8,16.82,27453.39,2626.79
2024-07-18,INV82120,Pune,Grocery,Wheat,9,4185.66,4.88,35832.6,7914.32
2025-01-18,INV59532,Mumbai,Fashion,Dress,7,4159.74,12.58,25455.11,2260.38
2025-07-30,INV10146,Hyderabad,Home Appliances,Refrigerator,18,2680.09,24.17,36581.62,7618.87
2024-04-23,INV77082,Ahmedabad,Home Appliances,Microwave,15,445.29,23.34,5120.39,760.92
2025-08-14,INV59075,Hyderabad,Electronics,Headphones,14,4616.98,1.7,63538.88,3551.52
2025-09-01,INV47461,Bangalore,Electronics,Laptop,7,1910.89,16.05,11229.35,2530.19
2024-02-11,INV92950,Ahmedabad,Home Appliances,Refrigerator,13,2337.6,16.47,25383.76,6087.6
2025-02-08,INV55717,Chennai,Electronics,Laptop,7,90.14,0.28,629.21,89.42
2025-10-27,INV84302,Ahmedabad,Electronics,Headphones,10,942.76,25.25,7047.13,367.9
2025-09-29,INV89503,Pune,Fashion,T-Shirt,17,2697.26,5.96,43120.56,6540.58
2024-09-09,INV44888,Mumbai,Fashion,T-Shirt,17,343.58,9.16,5305.84,1216.71
2024-04-29,INV92762,Chennai,Electronics,Mobile,16,750.68,25.02,9005.76,464.96
2024-03-24,INV72839,Ahmedabad,Electronics,Mobile,17,4921.76,0.91,82908.52,20703.89
2024-03-15,INV09508,Chennai,Home Appliances,Microwave,2,1402.98,27.74,2027.59,245.03
2024-05-27,INV01820,Mumbai,Electronics,Laptop,16,1516.92,21.77,18986.98,1822.09
2024-02-02,INV66634,Kolkata,Fashion,Jeans,14,394.07,29.16,3908.23,206.57
2024-05-16,INV94257,Hyderabad,Grocery,Wheat,18,1649.81,9.56,26857.59,3752.23
2025-08-30,INV68167,Ahmedabad,Fashion,Dress,10,1931.97,26.14,14269.53,2606.04
2025-07-14,INV68769,Pune,Fashion,Jeans,4,3691.43,14.61,12608.45,2681.02
2023-11-28,INV23300,Mumbai,Fashion,Dress,13,4550.86,15.37,50068.11,6109.73
2024-02-15,INV37819,Kolkata,Grocery,Rice,6,2989.68,19.37,14463.47,1869.71
2024-03-08,INV59109,Mumbai,Grocery,Wheat,13,3459.4,20.13,35919.3,2946.79
2024-02-05,INV66355,Mumbai,Grocery,Sugar,15,77.87,5.59,1102.76,77.13
2024-07-13,INV82512,Ahmedabad,Home Appliances,AC,15,1774.97,5.38,25192.15,4519.83
2023-12-29,INV27253,Chennai,Grocery,Wheat,11,4782.3,6.44,49217.52,7546.66
2024-11-12,INV40110,Delhi,Fashion,Shoes,17,1920.94,13.91,28113.53,1903.41
2025-01-14,INV91588,Delhi,Grocery,Sugar,5,355.13,28.76,1264.97,99.16
2024-08-11,INV87816,Delhi,Electronics,Laptop,17,1132.76,7.29,17853.09,3186.09
2024-07-30,INV47351,Delhi,Grocery,Milk,10,2478.71,28.98,17603.8,3810.3
2024-03-09,INV80716,Kolkata,Grocery,Wheat,13,4459.58,2.83,56333.86,13958.13
2025-09-12,INV28092,Mumbai,Fashion,Jeans,13,1175.53,6.77,14247.31,772.01
2025-01-30,INV64926,Bangalore,Grocery,Rice,7,403.05,2.08,2762.67,254.38
2025-05-25,INV58636,Pune,Electronics,Camera,12,838.98,1.32,9934.87,1279.59
2024-06-18,INV30009,Pune,Fashion,Jeans,10,4143.17,2.94,40213.61,7672.29
2024-07-30,INV07955,Bangalore,Fashion,Jeans,2,1279.92,19.28,2066.3,217.01
2025-09-02,INV50257,Delhi,Grocery,Wheat,15,4201.55,17.47,52013.09,5189.0
2025-07-02,INV25103,Kolkata,Fashion,Dress,12,102.93,13.18,1072.37,234.48
2025-07-01,INV95719,Mumbai,Electronics,Mobile,1,556.85,1.85,546.55,32.94
2024-04-14,INV24686,Ahmedabad,Fashion,Jeans,18,830.63,7.57,13819.52,1123.93
2023-11-28,INV26414,Kolkata,Grocery,Sugar,9,120.3,4.6,1032.9,138.64
2024-06-13,INV20619,Hyderabad,Home Appliances,Refrigerator,4,1810.33,23.73,5522.95,839.72
2024-06-01,INV18754,Ahmedabad,Fashion,Jeans,17,3553.92,4.6,57637.47,13426.67
2025-02-09,INV19809,Chennai,Fashion,Jeans,11,2022.59,0.58,22119.45,4523.42
2024-07-26,INV14961,Chennai,Fashion,Jeans,7,3285.81,23.22,17659.91,3757.43
2024-10-14,INV80751,Bangalore,Home Appliances,Microwave,7,3699.28,20.99,20459.61,2030.7
2025-04-15,INV09603,Hyderabad,Electronics,Headphones,1,4258.82,21.19,3356.38,362.81
2024-12-10,INV65654,Delhi,Grocery,Milk,15,2381.06,27.54,25879.74,3297.43
2024-05-21,INV21370,Ahmedabad,Electronics,Headphones,14,2164.31,7.01,28176.29,7013.22
2025-07-08,INV30676,Ahmedabad,Electronics,Smartwatch,2,573.34,19.94,918.03,98.45
2024-11-14,INV92252,Bangalore,Grocery,Sugar,6,141.7,13.13,738.57,40.12
2023-12-15,INV71650,Ahmedabad,Home Appliances,Mixer,8,1642.23,3.96,12617.58,1580.7
2024-08-19,INV66784,Chennai,Electronics,Headphones,17,4936.48,9.54,75914.18,11872.31
2025-05-28,INV17203,Mumbai,Home Appliances,AC,14,2418.99,20.97,26764.19,6272.4
2024-10-11,INV77751,Pune,Fashion,Jacket,7,3226.29,24.52,17046.43,2762.34
2024-07-20,INV43719,Delhi,Home Appliances,Refrigerator,3,244.3,9.16,665.77,132.44
2023-12-23,INV92309,Chennai,Home Appliances,Refrigerator,1,3545.85,23.48,2713.28,382.75
2025-04-26,INV71466,Chennai,Electronics,Smartwatch,4,2920.84,28.44,8360.61,532.99
2025-03-10,INV26964,Pune,Home Appliances,Microwave,13,168.68,9.39,1986.93,425.15
2025-05-24,INV92469,Chennai,Electronics,Mobile,18,2092.72,7.69,34772.22,1808.65
2024-03-23,INV97066,Ahmedabad,Grocery,Sugar,14,3316.11,9.57,41982.62,8540.77
2024-04-10,INV35129,Delhi,Electronics,Headphones,8,2638.76,3.44,20383.89,2653.35
2025-10-02,INV44721,Pune,Grocery,Spices,11,4562.51,15.06,42629.36,10366.09
2023-12-09,INV48852,Hyderabad,Grocery,Wheat,14,980.8,25.79,10189.92,1034.8
2025-01-13,INV25433,Ahmedabad,Fashion,Jacket,18,2519.31,6.45,42422.66,4427.74
2025-11-02,INV55904,Hyderabad,Grocery,Sugar,12,3861.94,13.87,39915.47,7696.4
2025-08-09,INV00562,Chennai,Home Appliances,Washing Machine,8,1062.19,5.58,8023.36,602.81
2024-04-07,INV18343,Hyderabad,Electronics,Headphones,12,1602.2,25.16,14389.04,1952.78
2024-12-08,INV91340,Ahmedabad,Electronics,Headphones,5,3128.71,11.86,13788.22,2807.85
2025-02-10,INV70300,Kolkata,Home Appliances,AC,12,2612.51,24.95,23528.27,4279.22
2024-02-29,INV26984,Ahmedabad,Fashion,Jacket,9,4667.26,10.36,37653.59,2684.56
2025-01-10,INV60171,Bangalore,Fashion,Shoes,3,1147.15,8.08,3163.38,311.73
2024-02-20,INV72086,Mumbai,Grocery,Rice,9,59.56,21.77,419.34,76.07
2025-01-07,INV21819,Pune,Fashion,Dress,11,4111.46,1.34,44620.03,8972.47
2024-03-19,INV92204,Pune,Electronics,Mobile,17,1727.07,5.27,27812.91,3734.59
2025-07-22,INV66676,Bangalore,Electronics,Mobile,8,1321.01,1.05,10457.12,1380.9
2024-07-11,INV19331,Hyderabad,Grocery,Spices,12,254.19,12.95,2655.27,160.51
2025-11-01,INV54574,Delhi,Home Appliances,Mixer,4,3253.2,0.99,12883.97,647.11
2024-05-29,INV16487,Mumbai,Grocery,Milk,13,2943.65,1.14,37831.2,5584.62
2025-05-02,INV47366,Hyderabad,Fashion,Shoes,1,4673.48,9.82,4214.54,325.22
2025-04-20,INV97518,Mumbai,Fashion,T-Shirt,4,2358.65,9.16,8570.39,1164.19
2025-05-21,INV61013,Bangalore,Electronics,Mobile,13,4932.59,16.01,53857.47,3911.19
2025-02-22,INV35426,Kolkata,Fashion,Dress,10,4395.13,22.95,33864.48,1843.29
2025-06-17,INV47747,Delhi,Home Appliances,Microwave,4,3260.8,21.65,10219.35,2274.55
2024-12-15,INV68442,Kolkata,Home Appliances,Refrigerator,19,2404.74,16.1,38333.96,7828.84
2024-02-17,INV53758,Ahmedabad,Fashion,Shoes,1,3037.98,27.49,2202.84,132.18
2024-03-26,INV08919,Chennai,Grocery,Rice,16,4301.98,29.75,48354.26,5261.33
2025-10-04,INV45044,Chennai,Electronics,Camera,1,4085.27,2.54,3981.5,695.15
2024-07-19,INV66751,Mumbai,Fashion,Shoes,7,4524.7,15.83,26659.08,5256.65
2025-09-11,INV81275,Kolkata,Electronics,Smartwatch,14,2442.39,10.08,30746.76,2487.37
2025-01-05,INV35485,Chennai,Grocery,Rice,1,2819.9,19.97,2256.77,554.41
2024-10-08,INV70727,Pune,Grocery,Spices,14,1708.71,1.04,23673.15,2547.82
2025-10-22,INV63039,Bangalore,Home Appliances,Microwave,18,3575.33,17.39,53164.44,4485.56
2024-02-09,INV78500,Hyderabad,Grocery,Rice,11,3617.29,16.64,33169.1,4463.74
2024-04-07,INV84238,Delhi,Fashion,Jacket,16,321.78,20.2,4108.49,937.79
2024-02-04,INV84556,Hyderabad,Electronics,Smartwatch,12,467.14,24.36,4240.14,821.66
2024-11-20,INV13255,Ahmedabad,Home Appliances,Washing Machine,9,1140.21,25.87,7607.14,1510.37
2025-01-14,INV59171,Mumbai,Electronics,Headphones,12,2814.0,27.52,24475.05,3140.05
2025-02-06,INV23682,Delhi,Grocery,Milk,16,2920.12,11.1,41535.79,2229.13
2024-02-06,INV16926,Ahmedabad,Fashion,Dress,2,1356.61,28.44,1941.58,239.64
2025-07-25,INV50470,Pune,Fashion,Jacket,17,3044.46,18.42,42222.4,6602.83
2024-08-16,INV07637,Bangalore,Home Appliances,AC,2,4997.55,25.06,7490.33,1712.98
2023-12-31,INV47798,Hyderabad,Grocery,Rice,7,1175.87,0.09,8223.68,910.38
2024-04-05,INV91801,Pune,Fashion,T-Shirt,13,459.54,24.72,4497.24,833.88
2025-08-13,INV29878,Hyderabad,Grocery,Milk,13,1482.29,7.61,17803.34,2068.35
2023-12-15,INV35849,Kolkata,Fashion,Shoes,18,2228.73,15.37,33951.14,6265.44
2025-01-18,INV89352,Pune,Fashion,Shoes,10,872.69,10.48,7812.32,1549.66
2024-06-16,INV07424,Chennai,Electronics,Smartwatch,9,1208.44,17.64,8957.44,1470.26
2024-06-11,INV62453,Kolkata,Fashion,Jeans,6,1844.04,22.13,8615.72,1464.19
2024-03-26,INV63979,Delhi,Grocery,Spices,18,379.81,29.28,4834.83,1167.12
2024-07-15,INV12556,Pune,Grocery,Spices,7,971.91,14.56,5812.8,1255.77
2025-03-15,INV16358,Pune,Electronics,Headphones,4,2918.5,19.95,9345.04,1287.58
2023-11-30,INV68650,Mumbai,Electronics,Headphones,15,1502.28,1.0,22308.86,4755.45
2025-02-26,INV33008,Mumbai,Electronics,Laptop,10,2451.11,27.18,17848.98,3873.31
2025-06-26,INV52650,Kolkata,Home Appliances,Mixer,18,2205.55,7.51,36718.44,6880.58
2025-03-16,INV82875,Ahmedabad,Home Appliances,Microwave,5,4576.5,22.53,17727.07,4195.56
2024-08-23,INV66692,Kolkata,Grocery,Rice,19,3826.6,22.78,56143.11,12756.55
2025-02-27,INV07499,Hyderabad,Grocery,Sugar,2,2540.89,0.42,5060.44,260.06
2024-06-11,INV39178,Kolkata,Grocery,Spices,14,1338.05,5.31,17737.99,988.08
2024-11-25,INV44301,Ahmedabad,Home Appliances,Microwave,16,4565.54,26.78,53486.21,9669.25
2024-10-31,INV01610,Kolkata,Home Appliances,Mixer,17,4879.07,18.49,67607.81,16038.58
2024-09-17,INV16532,Delhi,Home Appliances,Refrigerator,11,1590.41,23.1,13453.28,3004.83
2025-07-11,INV10860,Kolkata,Grocery,Rice,12,107.28,8.99,1171.63,204.6
2023-11-16,INV93648,Bangalore,Electronics,Smartwatch,3,175.96,19.28,426.1,97.38
2025-09-29,INV08939,Chennai,Home Appliances,Refrigerator,5,2355.56,15.36,9968.73,771.42
2024-05-28,INV58276,Delhi,Grocery,Wheat,19,1617.75,7.74,28358.19,1632.0
2025-07-18,INV35973,Chennai,Fashion,Dress,15,2291.2,7.3,31859.14,7183.44
2025-05-25,INV36167,Hyderabad,Fashion,Dress,15,4101.09,29.71,43239.84,3823.9
2024-08-14,INV37642,Kolkata,Fashion,Shoes,19,1406.97,6.08,25107.1,3475.6
2025-08-02,INV98196,Bangalore,Electronics,Laptop,2,2962.75,16.71,4935.35,894.08
2025-09-02,INV01231,Pune,Electronics,Laptop,18,362.32,3.24,6310.45,1136.2
2025-04-19,INV17185,Pune,Home Appliances,AC,12,4242.71,24.84,38265.85,4843.11
2024-04-25,INV26465,Delhi,Electronics,Laptop,17,1243.97,5.04,20081.66,4908.34
2025-10-31,INV79525,Delhi,Home Appliances,Washing Machine,15,1342.94,15.36,17049.97,1942.39
2024-08-07,INV49035,Mumbai,Fashion,T-Shirt,13,226.95,21.13,2326.94,345.37
2025-07-21,INV04193,Kolkata,Fashion,T-Shirt,18,3747.69,27.48,48920.85,11820.48
2025-07-28,INV41522,Hyderabad,Electronics,Mobile,1,3430.94,19.31,2768.43,146.84
2025-07-12,INV32951,Pune,Grocery,Wheat,14,127.03,19.38,1433.76,196.37
2023-12-24,INV80901,Delhi,Home Appliances,Mixer,4,660.36,14.59,2256.05,394.91
2025-01-04,INV05862,Ahmedabad,Home Appliances,Microwave,13,2373.05,27.74,22291.96,2887.22
2024-11-08,INV15004,Chennai,Home Appliances,AC,18,2620.44,25.74,35026.9,4493.1
2025-11-03,INV73943,Delhi,Electronics,Smartwatch,6,2498.26,14.7,12786.09,2017.06
2023-12-21,INV22187,Ahmedabad,Home Appliances,Refrigerator,17,699.05,13.66,10260.52,2176.19
2024-05-24,INV72748,Delhi,Home Appliances,Refrigerator,16,2618.1,1.01,41466.52,7666.6
2025-03-27,INV28791,Pune,Grocery,Wheat,8,2315.28,15.57,15638.33,1219.54
2025-06-30,INV93167,Mumbai,Grocery,Sugar,15,3825.13,12.82,50021.23,8770.16
2024-09-23,INV84494,Ahmedabad,Fashion,Dress,16,2378.98,11.64,33633.07,4210.59
2023-12-18,INV87397,Ahmedabad,Electronics,Camera,3,4253.2,26.24,9411.48,791.62
2024-11-23,INV73441,Mumbai,Grocery,Wheat,16,2624.1,20.4,33420.54,2244.2
2024-10-05,INV45096,Chennai,Electronics,Camera,19,1261.96,21.5,18822.13,3191.97
2024-11-30,INV22857,Ahmedabad,Home Appliances,Refrigerator,10,2165.65,28.86,15406.43,2997.79
2025-10-13,INV06603,Ahmedabad,Electronics,Smartwatch,17,1689.51,3.56,27699.18,4544.81
2023-11-22,INV92107,Chennai,Fashion,Jacket,6,2536.39,4.99,14458.94,2762.76
2024-11-11,INV80385,Pune,Electronics,Mobile,3,1229.52,26.25,2720.31,608.24
2025-07-28,INV65041,Chennai,Grocery,Wheat,9,3376.97,18.22,24855.17,3309.39
2024-09-13,INV00904,Hyderabad,Home Appliances,Washing Machine,5,2966.21,19.43,11949.38,1677.08
2024-08-04,INV64686,Hyderabad,Grocery,Milk,19,1767.88,12.57,29367.49,1567.76
2023-12-06,INV54571,Pune,Home Appliances,Microwave,12,1715.23,21.79,16097.78,2446.65
2024-10-25,INV33235,Mumbai,Home Appliances,Microwave,5,541.18,25.17,2024.82,478.43
2025-06-12,INV53063,Chennai,Grocery,Spices,12,2044.3,28.06,17648.03,923.93
2024-09-29,INV45701,Ahmedabad,Fashion,Dress,11,1391.76,9.13,13911.62,2127.03
2024-03-24,INV88178,Chennai,Grocery,Sugar,6,487.77,28.63,2088.73,489.32
2024-06-08,INV54706,Delhi,Fashion,Shoes,10,3906.52,21.57,30638.84,4576.03
2025-11-02,INV85463,Hyderabad,Fashion,Dress,17,4159.41,10.81,63066.22,8582.33
2025-01-12,INV87847,Delhi,Fashion,T-Shirt,13,4957.59,21.4,50656.65,4194.68
2025-01-15,INV23836,Hyderabad,Fashion,Dress,6,4421.44,17.31,21936.53,2650.02
2024-07-05,INV81818,Chennai,Electronics,Camera,17,1827.4,1.36,30643.31,6714.72
2025-04-23,INV08442,Ahmedabad,Electronics,Headphones,6,434.28,21.4,2048.06,103.87
2024-03-07,INV78966,Bangalore,Home Appliances,Washing Machine,12,4883.25,8.44,53653.24,12913.65
2023-11-18,INV25152,Mumbai,Grocery,Sugar,2,2795.73,2.41,5456.71,1135.18
2023-11-09,INV34219,Chennai,Fashion,Jacket,17,1306.3,12.67,19393.46,4020.45
2024-10-04,INV80908,Hyderabad,Electronics,Mobile,1,1202.01,14.74,1024.83,230.07
2024-08-27,INV49285,Kolkata,Home Appliances,Microwave,13,490.57,20.82,5049.63,420.55
2024-07-30,INV03812,Pune,Grocery,Wheat,14,2114.39,10.51,26490.35,5874.57
2024-09-26,INV53518,Kolkata,Fashion,T-Shirt,4,4530.14,13.04,15757.64,2326.12
2024-02-15,INV07492,Delhi,Home Appliances,Microwave,16,2912.73,20.68,36966.04,2638.51
2024-12-02,INV65747,Ahmedabad,Grocery,Milk,3,3132.0,19.58,7556.26,1540.56
2024-01-11,INV90820,Kolkata,Home Appliances,Refrigerator,7,3898.36,11.49,24153.07,2803.6
2025-06-28,INV49884,Delhi,Grocery,Milk,14,1724.51,24.24,18290.84,1370.0
2024-11-13,INV09126,Pune,Grocery,Rice,15,699.52,17.75,8630.33,1524.12
2024-09-03,INV97032,Delhi,Grocery,Milk,19,3895.46,23.66,56502.09,10826.07
2025-05-29,INV54333,Ahmedabad,Fashion,T-Shirt,11,4472.55,5.82,46334.72,3525.66
2024-02-14,INV64298,Chennai,Grocery,Milk,12,4471.52,26.59,39390.51,6236.99
2024-12-02,INV45587,Delhi,Grocery,Milk,2,3740.24,15.16,6346.44,1139.45
2024-02-12,INV86349,Ahmedabad,Home Appliances,Mixer,6,1429.63,4.77,8168.62,728.1
2024-04-08,INV87193,Delhi,Electronics,Mobile,11,3070.38,4.62,32213.81,6724.42
2024-05-24,INV76599,Hyderabad,Grocery,Spices,1,1478.9,28.14,1062.74,228.63
2024-01-22,INV05660,Delhi,Home Appliances,Microwave,15,3231.62,16.09,40674.79,4268.71
2024-05-29,INV35329,Bangalore,Home Appliances,Microwave,9,1499.88,10.38,12097.73,2411.63
2025-01-23,INV79756,Pune,Fashion,Shoes,5,1518.27,26.68,5565.98,1390.79
2025-05-03,INV77937,Kolkata,Electronics,Smartwatch,2,3316.83,22.0,5174.25,660.91
2024-01-09,INV05630,Delhi,Electronics,Camera,7,4122.61,27.93,20798.16,3633.18
2025-10-08,INV17157,Kolkata,Fashion,Dress,7,2001.58,20.31,11165.41,1621.18
2024-04-28,INV19899,Mumbai,Fashion,Jeans,12,4764.83,25.05,42854.88,9881.49
2025-09-08,INV05320,Kolkata,Fashion,Jeans,14,1296.35,11.11,16132.56,871.92
2025-07-26,INV49089,Mumbai,Electronics,Smartwatch,5,2649.99,29.22,9378.31,2178.5
2024-07-22,INV69510,Kolkata,Electronics,Laptop,7,307.84,13.08,1873.02,327.08
2025-02-19,INV84215,Kolkata,Home Appliances,Mixer,19,1081.39,13.85,17700.73,4107.8
2024-06-22,INV51499,Kolkata,Home Appliances,Refrigerator,16,1809.41,7.55,26764.79,5056.79
2024-05-06,INV41223,Chennai,Electronics,Headphones,5,294.76,25.46,1098.57,57.12
2024-05-21,INV21731,Delhi,Home Appliances,Microwave,13,1643.14,7.39,19782.26,1024.74
2024-07-28,INV21005,Hyderabad,Home Appliances,Washing Machine,3,3080.22,5.0,8778.63,1367.06
2024-01-09,INV25207,Chennai,Fashion,Dress,17,1115.34,1.98,18585.36,2906.09
2024-10-19,INV14645,Pune,Home Appliances,Mixer,9,4414.48,19.19,32106.07,2036.79
2024-09-07,INV28471,Pune,Electronics,Laptop,17,1668.54,13.27,24601.12,4413.18
2025-02-04,INV07602,Mumbai,Grocery,Rice,12,4313.37,6.72,48282.14,11503.3
2024-07-03,INV38578,Pune,Fashion,Dress,6,493.59,3.8,2849.0,613.47
2025-10-30,INV66706,Bangalore,Electronics,Camera,6,3754.56,22.76,17400.13,4186.86
2025-05-25,INV35691,Hyderabad,Grocery,Milk,17,65.71,28.79,795.47,133.98
2023-12-01,INV18286,Hyderabad,Fashion,Shoes,11,378.73,5.13,3952.31,443.54
2024-02-24,INV82941,Delhi,Electronics,Smartwatch,9,1517.68,4.78,13006.21,1782.86
2023-11-28,INV74937,Hyderabad,Electronics,Headphones,7,411.61,11.35,2554.25,490.43
2023-12-10,INV23658,Mumbai,Home Appliances,Microwave,8,4793.34,2.73,37299.85,3588.52
2024-12-15,INV14669,Chennai,Grocery,Rice,9,2742.49,11.76,21779.76,2439.51
2024-04-20,INV80372,Ahmedabad,Fashion,Jeans,14,2326.26,5.76,30691.74,2914.95
2024-02-21,INV34207,Ahmedabad,Fashion,Dress,14,4287.92,8.61,54862.22,4759.06
2025-02-21,INV64741,Hyderabad,Electronics,Laptop,2,2791.49,15.89,4695.84,536.96
2023-12-23,INV65139,Mumbai,Grocery,Sugar,15,740.66,23.3,8521.29,1492.67
2024-03-08,INV69168,Bangalore,Fashion,T-Shirt,9,4305.66,21.01,30609.37,4883.66
2024-12-23,INV07869,Hyderabad,Home Appliances,Microwave,4,2840.83,6.32,10645.16,2552.38
2025-07-12,INV70772,Mumbai,Grocery,Wheat,15,4620.75,12.52,60633.48,14708.01
2024-04-14,INV85626,Kolkata,Electronics,Smartwatch,15,3771.79,4.2,54200.62,6485.37
2024-06-08,INV04049,Bangalore,Home Appliances,AC,4,4560.62,27.99,13136.41,1964.09
2025-09-04,INV25961,Kolkata,Electronics,Mobile,8,2886.49,0.71,22927.97,2966.48
2024-09-03,INV26392,Mumbai,Home Appliances,AC,18,2916.62,18.52,42776.32,5605.05
2025-08-28,INV92686,Ahmedabad,Grocery,Wheat,9,4663.91,21.52,32942.13,6684.74
2024-05-29,INV58013,Bangalore,Grocery,Wheat,1,2402.23,28.35,1721.2,159.89
2024-12-28,INV94950,Delhi,Fashion,T-Shirt,12,4246.02,29.78,35778.66,6650.49
2024-04-01,INV71532,Delhi,Electronics,Headphones,10,4229.91,17.07,35078.64,4436.5
2025-01-23,INV95017,Hyderabad,Home Appliances,AC,15,2717.16,13.38,35304.06,5753.28
2025-01-21,INV79802,Delhi,Fashion,Jeans,17,4416.14,13.33,65066.97,10917.5
2025-04-11,INV66457,Mumbai,Electronics,Mobile,9,2096.69,13.85,16256.69,1646.5
2025-02-01,INV63987,Ahmedabad,Grocery,Rice,7,119.21,23.15,641.29,144.29
2024-06-07,INV07156,Hyderabad,Home Appliances,Mixer,9,4774.01,7.42,39778.01,7809.58
2025-10-20,INV25068,Mumbai,Home Appliances,Microwave,8,402.47,23.96,2448.31,241.55
2024-04-10,INV41502,Kolkata,Home Appliances,Microwave,2,4777.74,5.79,9002.22,2039.44
2024-10-15,INV16276,Chennai,Home Appliances,AC,14,1885.02,5.53,24930.9,3455.8
2025-03-11,INV54265,Mumbai,Grocery,Spices,19,3151.0,16.14,50206.14,9159.47
2024-04-10,INV02429,Ahmedabad,Fashion,Dress,9,4703.87,22.86,32657.09,7984.75
2023-11-06,INV89331,Kolkata,Fashion,T-Shirt,4,2913.49,10.97,10375.52,2489.3
2025-08-21,INV86298,Delhi,Grocery,Wheat,10,1375.83,25.54,10244.43,851.4
2025-02-13,INV45284,Bangalore,Home Appliances,Mixer,1,3188.3,10.92,2840.14,626.17
